Code,A000270,A005930,A000660
Name,기아,삼성전자,SK하이닉스
20220420,80600,67400,113000
20220421,81500,68300,115000
20220422,80700,67300,112000
20220425,80900,66700,109500
20220426,84100,66700,111000
20220427,83800,65500,109500
20220428,84300,65500,110000
20220429,83900,67600,112500
20220502,84900,67600,111500
20220503,84000,68400,112000
20220504,83600,68400,111000
20220506,84300,67100,108500
