Code,A000270,A005930,A000660
Name,기아,삼성전자,SK하이닉스
20260309,598893,10143293,6106916
20260310,628564,10985157,6852018
20260311,632469,11107929,6976202
20260312,651989,10985157,6793578
20260313,641448,10727921,6647480
20260316,632469,11031927,7114995
20260317,653160,11335934,7085775
20260318,683613,12189490,7713999
20260319,665654,11721788,7399887
20260320,657845,11657479,7356058
20260323,631297,10891617,6815493
20260324,616462,11090390,7202654
20260325,616462,11049466,7268399
20260326,603968,10529147,6815493
20260327,608263,10505762,6735139
20260330,591475,10306989,6377198
20260331,566879,9774977,5895073
20260401,606311,11084544,6523296
20260402,587961,10429761,6063086
20260403,586400,10885770,6399113
20260406,591866,11289163,6472162
20260407,588742,11487937,6691310
20260408,621537,12306416,7545986
20260409,587571,11926408,7290313
20260410,581715,12043333,7502156
20260413,575468,11751020,7597120
20260414,582496,12072565,8057330
20260415,591475,12335647,8298393
20260416,616462,12715655,8437186
20260417,621537,12627961,8239953
20260420,614510,12540267,8517540
20260421,624660,12803350,8941226
20260422,624660,12715655,8933921
20260423,618414,13124895,8948531
20260424,598893,12832581,8926616
20260427,595770,13124895,9437961
20260428,607482,12978738,9496400
20260429,612557,13212589,9445266
20260430,592646,12891044,9394131
20260504,601236,13592597,10570224
20260506,603578,15551101,11695182
20260507,615290,15872646,12082343
20260508,642229,15697258,12316101
20260511,682051,16691125,13733256
20260512,657065,16311117,13404534
20260513,700791,16603431,14434529
20260514,695325,17304984,14390699
20260515,655893,15814183,13287656
20260518,634421,16428042,13441059
20260519,604749,16106497,12747091
20260520,583277,16135728,12747091
20260521,655503,17509604,14171551
20260522,643400,17100364,14178856
20260526,651989,17480373,14989703
20260527,643010,17948075,16384943
20260528,641448,17509604,16720970
20260529,660578,18532703,17042386
20260601,663311,20403512,17261534
20260602,659017,21075834,17239619
20260604,641448,20549669,16786714
20260605,628955,19234256,15121191
20260608,591085,17275753,13959709
20260609,641448,18825017,16180405
20260610,623489,17684992,14960483
20260611,609044,17480373,15347644
20260612,651208,18854248,15705585
20260615,653941,19701958,16713665
20260616,664482,20052735,17400328
20260617,649256,20257355,18415712
20260618,619975,21192759,19613720
20260619,604749,20695826,20190808
20260622,591085,20666594,21323072
20260623,536427,18123463,18664079
20260624,542283,19906578,18846703
20260625,544626,20958908,21308462
20260626,528228,19848115,19526060
20260629,548920,18883479,19197339
20260630,538769,19526570,19358047
20260701,552434,18386546,18700604
20260702,566879,16720356,15975868
20260703,593427,18094232,17714439
20260706,627393,18591165,17115436
20260707,600064,17304984,16078136
20260708,612167,16223423,15165021
20260709,565318,16252654,15968563
20260710,575859,16661894,15924733
20260713,560242,14878779,13477584
20260714,545016,15375712,13974318
20260715,566098,16340348,15208851
20260716,584448,14908010,13455669
20260720,546578,14264919,12885885
20260721,564537,15141861,13411839
20260722,573126,15229555,13368010
20260723,584838,15784952,14018148
20260724,509488,14586465,12849360
20260727,509098,14849547,13265741
20260728,475523,12861812,11322631
20260729,470057,12189490,10234198
20260730,471618,12101796,9657109
20260731,514954,15346481,12549858
20260803,505975,14001837,11446815
20260804,505975,14031068,11519864
20260805,519249,14381845,12184612
20260806,521591,13475672,10920860
20260807,526667,13504903,10387601
20260810,529009,13446440,10372991
20260811,524324,14001837,10409516
20260812,529400,14937241,10986605
20260813,536427,15668026,11636743
20260814,553215,16048034,12016599
20260818,535646,15697258,12140783
20260819,519249,14469539,10957385
20260820,511831,15843415,12352625
20260821,511050,16457274,12637517
20260824,513393,15024936,12206527
20260825,526667,15024936,12257661
20260826,513002,15288018,12330711
20260827,492310,15551101,12637517
20260828,499728,15024936,12075038
20260831,511441,15200324,12228442
20260901,512221,15258787,12367235
20260902,485673,14644927,11782841
20260903,497386,14615696,11658658
20260904,493872,14937241,12031209
20260907,501290,15784952,13024678
20260908,496995,16281885,13747866
