today,name,starttime,trigger,t_open,entry_price,exit_price,entry_time,exit_time,pnl,mdd,mdu,last_high_elapsed,msg,mkt_float,ytd_tradamt,cbv_1,ctotal,cum_amt
20220425,005290,090023,39450.0,39450.0,39400.0,39400.0,090042,090043,-0.23,0.0,0.0,0,trail,1000,100,0.0,0,100
20220425,005300,090009,191000.0,191000.0,191000.0,191000.0,090055,090055,-0.23,0.0,0.0,0,trail,1000,100,2.0,0,100
20220425,005360,090037,4910.0,4910.0,4910.0,4900.0,090106,090108,-0.434,-0.2,0.0,0,trail,1000,100,0.0,0,100
20220425,005380,090032,177000.0,177000.0,177500.0,177500.0,090042,090043,-0.23,0.0,0.0,0,trail,1000,100,41.0,0,100
20220425,005385,090022,90100.0,90100.0,90100.0,90000.0,090057,090057,-0.341,-0.11,0.0,0,trail,1000,100,10.0,0,100
20220425,005387,090025,92300.0,92300.0,92200.0,92200.0,090049,090049,-0.23,0.0,0.0,0,trail,1000,100,0.0,0,100
20220425,005390,090016,3545.0,3545.0,3580.0,3580.0,090047,090047,-0.23,0.0,0.0,0,trail,1000,100,50.0,0,100
20220425,005420,090028,19050.0,19050.0,19050.0,19000.0,090037,090037,-0.492,-0.26,0.0,0,trail,1000,100,15.0,0,100
20220425,005440,090034,9210.0,9210.0,9230.0,9210.0,090542,090546,-0.447,-0.22,0.0,0,trail,1000,100,0.0,0,100
20220425,005490,090013,289500.0,289500.0,290000.0,289500.0,090022,090023,-0.402,-0.17,0.0,0,trail,1000,100,58.0,0,100
20220425,005610,090020,96000.0,96000.0,96000.0,96000.0,090040,090040,-0.23,0.0,0.0,0,trail,1000,100,0.0,0,100
20220425,005670,090029,8170.0,8170.0,8170.0,8160.0,090044,090045,-0.352,-0.12,0.0,0,trail,1000,100,0.0,0,100
20220425,005690,090027,11400.0,11400.0,11350.0,11350.0,090056,090056,-0.23,0.0,0.0,0,trail,1000,100,0.0,0,100
20220425,005740,090036,9920.0,9920.0,9970.0,9970.0,090046,090051,-0.23,-0.2,0.3,0,trail,1000,100,0.0,0,100
20220425,005830,090032,69600.0,69600.0,69700.0,69500.0,090100,090101,-0.517,-0.29,0.0,0,trail,1000,100,19.0,0,100
20220425,005850,090009,25350.0,25350.0,25400.0,25400.0,090049,090049,-0.23,0.0,0.0,0,trail,1000,100,2.0,0,100
20220425,005860,090022,14600.0,14600.0,14950.0,14650.0,090029,090029,-2.237,-2.01,0.0,0,trail,1000,100,19750.0,0,100
20220425,005870,090015,8980.0,8980.0,8980.0,8960.0,090031,090035,-0.453,-0.22,0.0,0,trail,1000,100,0.0,0,100
20220425,005880,090015,2680.0,2680.0,2690.0,2690.0,090035,090041,-0.23,0.0,0.0,0,trail,1000,100,9.0,0,100
20220425,005930,090006,66500.0,66500.0,66500.0,66400.0,090013,090013,-0.38,-0.15,0.0,0,trail,1000,100,60.0,0,100
20220425,005935,090008,60000.0,60000.0,60000.0,60000.0,090015,090017,-0.23,0.0,0.0,0,trail,1000,100,15.0,0,100
20220425,005940,090003,10700.0,10700.0,10750.0,10750.0,090015,090015,-0.23,0.0,0.0,0,trail,1000,100,97.0,0,100
20220425,005945,090034,10900.0,10900.0,10950.0,10950.0,090109,090109,-0.23,0.0,0.0,0,trail,1000,100,0.0,0,100
20220425,005950,090024,14350.0,14350.0,14450.0,14350.0,090040,090043,-0.9219999999999999,-0.69,0.0,0,trail,1000,100,0.0,0,100
20220425,005960,090012,13150.0,13150.0,13150.0,13100.0,091040,091058,-0.61,-0.38,0.0,0,trail,1000,100,0.0,0,100
20220425,006040,090010,247000.0,247000.0,247500.0,247500.0,090142,090142,-0.23,0.0,0.0,0,trail,1000,100,0.0,0,100
20220425,006050,090024,1845.0,1845.0,1855.0,1855.0,090055,090056,-0.23,0.0,0.0,0,trail,1000,100,0.0,0,100
20220425,006060,090023,5830.0,5830.0,5810.0,5810.0,090124,090124,-0.23,0.0,0.0,0,trail,1000,100,0.0,0,100
20220425,006090,090010,11850.0,11850.0,11850.0,11850.0,090022,090022,-0.23,0.0,0.0,0,trail,1000,100,0.0,0,100
20220425,006110,090013,26400.0,26400.0,26650.0,26500.0,090030,090039,-0.7929999999999999,-0.56,0.19,0,trail,1000,100,0.0,0,100
20220425,006120,090009,41150.0,41150.0,41150.0,41150.0,090050,090050,-0.23,0.0,0.0,0,trail,1000,100,0.0,0,100
20220425,006200,090024,1865.0,1865.0,1865.0,1850.0,090054,090054,-1.034,-0.8,0.0,0,trail,1000,100,0.0,0,100
20220425,006220,090024,6460.0,6460.0,6460.0,6460.0,090104,090104,-0.23,0.0,0.0,0,trail,1000,100,0.0,0,100
20220425,006260,090031,58500.0,58500.0,58600.0,58600.0,090607,090635,-0.23,0.0,0.17,0,trail,1000,100,13.0,0,100
20220425,006280,090009,181500.0,181500.0,181500.0,181000.0,090040,090041,-0.505,-0.28,0.0,0,trail,1000,100,0.0,0,100
20220425,006360,090012,40750.0,40750.0,40750.0,40750.0,090024,090024,-0.23,0.0,0.0,0,trail,1000,100,0.0,0,100
20220425,006380,090003,4850.0,4850.0,4850.0,4850.0,090830,090831,-0.23,0.0,0.0,0,trail,1000,100,500.0,0,100
20220425,006400,090019,583000.0,583000.0,584000.0,583000.0,090031,090031,-0.401,-0.17,0.0,0,trail,1000,100,2.0,0,100
20220425,006650,090033,155500.0,155500.0,155500.0,155000.0,090058,090101,-0.552,-0.32,0.0,0,trail,1000,100,0.0,0,100
20220425,006730,090012,10150.0,10150.0,10150.0,10150.0,090045,090045,-0.23,0.0,0.0,0,trail,1000,100,20.0,0,100
20220425,006740,090020,11000.0,11000.0,11000.0,11000.0,092950,093000,-0.23,0.0,0.0,0,trail,1000,100,30.0,0,100
20220425,006800,090030,8140.0,8140.0,8140.0,8130.0,090044,090044,-0.353,-0.12,0.0,0,trail,1000,100,2008.0,0,100
20220425,00680K,090010,4490.0,4490.0,4490.0,4490.0,090227,090227,-0.23,0.0,0.0,0,trail,1000,100,1003.0,0,100
20220425,006840,090017,22450.0,22450.0,22450.0,22450.0,090212,090212,-0.23,0.0,0.0,0,trail,1000,100,0.0,0,100
20220425,006880,090221,13150.0,13150.0,13150.0,13150.0,090308,090311,-0.23,-1.14,0.0,0,trail,1000,100,0.0,0,100
20220425,006890,090020,15850.0,15850.0,15900.0,15750.0,090114,090129,-1.173,-0.94,0.0,0,trail,1000,100,0.0,0,100
20220425,006910,090018,6830.0,6830.0,6830.0,6830.0,090025,090025,-0.23,0.0,0.0,0,trail,1000,100,0.0,0,100
20220425,006920,090026,5700.0,5700.0,5710.0,5710.0,090642,090708,-0.23,0.0,0.0,0,trail,1000,100,289.0,0,100
20220425,006980,090011,39300.0,39300.0,39450.0,39300.0,090021,090021,-0.61,-0.38,0.0,0,trail,1000,100,45.0,0,100
20220425,007070,090008,28400.0,28400.0,28450.0,28450.0,090030,090030,-0.23,0.0,0.0,0,trail,1000,100,5.0,0,100
